asset_name,network_element,network_element_str,network,latitude,longitude,augmentation_invest,replacement_invest,connections_invest,opex,other_invest,total_invest,deferrable_invest,invest_year,invest_year_str,commitment_year,email,phone,info_link,apr_link,data_currency,next_update,investment_description,demand_growth,constraint_season,annual_deferral_pool,wacc_rate,depr_rate
STANTHORPE BSP (110/33KV),ZS,Zone Substation,Ergon Energy,-28.6443,151.9178,,4.58,,68626,,4.58,4.58,2023,2023 (committed),2018,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,"STTO Replace 2 x Transformers, 2CBs, 4VTs and 2FTs.",,Summer,0.27,0.0262,0.033
YARRANLEA SOUTH (33/11KV),ZS,Zone Substation,Ergon Energy,-27.7534,151.5425,3.93,,,59003,,3.93,3.93,2028,2028,2025,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Build New YASO 33/11kV substation.,,Summer,0.23,0.0262,0.033
BORE-BORT,STL,Subtransmission Line,Ergon Energy,-23.960634,151.34375,,4.19,,62795.535,,4.19,4.19,2029,2029,2025,engagement@ergon.com.au, 13 10 46,"https://www.ergon.com.au/network/about-us/company-reports,-plans-and-charters/distribution-annual-planning-report/maps/qld/dapr-map-2022",https://www.ergon.com.au/__data/assets/pdf_file/0017/1081502/Distribution-Annual-Planning-Report-2022.pdf,Dec 2022 DAPR,Q2 2024,Feeder 6034 Safety Net.,,Winter,0.25,0.0262,0.033
GID42 TOWN NO.2,DF,Distribution Feeder,Essential Energy,-31.712,148.667,0.09,,,1721,,0.09,0,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Gilgandra HV tie GID12 to GID42 Reliability.,,Summer,0,0.0511,0.033
NBI8B7 M6 WEE WAA,DF,Distribution Feeder,Essential Energy,-30.342,149.781,0.34,,,6879,,0.34,0,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Narrabri 75-981637 and 75-18000 HV Backfeed.,,Summer,0,0.0511,0.033
NBI8B10 M16 MOUNT DOWE,DF,Distribution Feeder,Essential Energy,-30.286,150.167,,0.23,,4561,,0.23,0,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace ground mount TX 75-160005 Mt Dowe Kaputar with padsub.,,Summer,0,0.0511,0.033
BJN8B3 M37 YARRAN,DF,Distribution Feeder,Essential Energy,-30.351,148.807,,0.26,,5129,,0.26,0.26,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,PPF - BJN8B3 Pilliga Road - 5.2km HV Reconductor.,,Summer,0.02,0.0511,0.033
GID22 RURAL NTH/STH/WEST,DF,Distribution Feeder,Essential Energy,-31.721,148.655,,0.24,,4707,,0.24,0.24,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Gilgandra GID22-1 22 kV OH Conductor End of Life.,,Summer,0.02,0.0511,0.033
WLS3B1 WALCHA EAST,DF,Distribution Feeder,Essential Energy,-30.983,151.592,,0.21,,4219,,0.21,0.21,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Walcha Apsley Derby Hill Street HV Conductor End of Life.,,Winter,0.02,0.0511,0.033
SLI3B8 CARRINGTON ST NTH,DF,Distribution Feeder,Essential Energy,-28.803,153.28,,0.32,,6444,,0.32,0.32,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Lismore Winterton and Alexandra Pde OH - Reconduct  HV.,,"Summer, Winter",0.03,0.0511,0.033
UNI3B2 TILBUSTER/PUDDLEDOCK,DF,Distribution Feeder,Essential Energy,-30.375,151.608,,0.28,,5632,,0.28,0,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Armidale Toms Gully road HV Reconductor PPF.,,Winter,0,0.0511,0.033
GLS3B1 GARA,DF,Distribution Feeder,Essential Energy,-30.525,151.695,,0.46,,9257,,0.46,0,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,10.8km 11kV Copper reconductor.,,Winter,0,0.0511,0.033
ETH3B10 EBSWORTH/BRIDGE,DF,Distribution Feeder,Essential Energy,-31.091,150.919,,0.37,,1000,,0.37,0.37,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Tamworth Shopping World 18-4266 NEBB HV Switchgear End of Life.,,Summer,0.03,0.0511,0.033
ATA3B2 SOMERTON,DF,Distribution Feeder,Essential Energy,-30.929,150.824,,0.08,,5693,,0.08,0.08,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Attunga Pontibah Top Somerton Rd 941764 Encroachment.,,Summer,0.01,0.0511,0.033
STH3B11 ROBERT ST,DF,Distribution Feeder,Essential Energy,-31.109,150.907,,0.25,,4988,,0.25,0.25,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Tamworth Links Ave 18-15760 LV Consac End of Life.,,"Summer, Winter",0.02,0.0511,0.033
NDL3B2 WOOLOMIN,DF,Distribution Feeder,Essential Energy,-31.347,151.143,,0.34,,6860,,0.34,0.34,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Woolomin Nundle Rd 232776 HV Conductor End of Life.,,Summer,0.03,0.0511,0.033
WCK516 DEWHURST/GORDON,DF,Distribution Feeder,Essential Energy,-31.359,150.649,,0.23,,4512,,0.23,0.23,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Werris Creek Dewhurst Street 213917 HV Conductor End of Life.,,"Summer, Winter",0.02,0.0511,0.033
CBB8B1 TAMBAR SPRINGS,DF,Distribution Feeder,Essential Energy,-31.379,149.643,,0.2,,4054,,0.2,0.2,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Purlewaugh Coonabarabran Rd 14280 8025 HV Conductor End of Life.,,Summer,0.02,0.0511,0.033
KTL3B2 MOONBI,DF,Distribution Feeder,Essential Energy,-31.039,151.06,,0.5,,9905,,0.5,0.5,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Moonbi New England Hwy Segment 18-R12326 HV Conductor End of Life.,,Summer,0.04,0.0511,0.033
TEA3B4 TEA GARDENS,DF,Distribution Feeder,Essential Energy,-32.661,152.138,,,,38052,1.29,1.29,0,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,"UG - Create 11 kV link Spinifex Ave Tea Gardens 88-82432, 1600 m.",,"Summer, Winter",0,0.0511,0.033
TNA3B1 BILAMBIL HTS,DF,Distribution Feeder,Essential Energy,-28.214,153.487,0.21,,,4177,,0.21,0,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024," By overbuilding the existing alignment along Peninsula Drive with 11kV, a more robust and flexible network is available to greatly reduce customers affected by outages.",,"Summer, Winter",0,0.0511,0.033
LKC7781 CATHIE STH,DF,Distribution Feeder,Essential Energy,-31.569,152.842,,,,7508,0.38,0.38,0.38,2026,2026,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Wallum Drv Seascape Lake Cathie thermal overload  & reliability.,,"Summer, Winter",0.03,0.0511,0.033
MWN3B2 NORCO,DF,Distribution Feeder,Essential Energy,-28.337,153.409,0.39,,,7729,,0.39,0.39,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Murwillumbah Buchanan St create HV interconnector MWN3B2/9.,,"Summer, Winter",0.03,0.0511,0.033
ASM3B9 ASHMONT STH,DF,Distribution Feeder,Essential Energy,-35.126,147.328,,0.26,,5260,,0.26,0.26,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace LV UG CONSAC cable.,,Summer,0.02,0.0511,0.033
ASM3B4 FERNLEIGH RD WEST,DF,Distribution Feeder,Essential Energy,-35.115,147.328,,0.25,,4940,,0.25,0.25,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace LV UG CONSAC cable.,,Summer,0.02,0.0511,0.033
HAM3B5 EDWARD ST,DF,Distribution Feeder,Essential Energy,-35.115,147.328,,0.15,,3000,,0.15,0.15,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Refurbisment of chamber substation.,,"Summer, Winter",0.01,0.0511,0.033
HAM3B1 COPLAND ST,DF,Distribution Feeder,Essential Energy,-35.115,147.328,,0.12,,2340,,0.12,0.12,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Convert site to pole mount transformer.,,"Summer, Winter",0.01,0.0511,0.033
PKT3B3 TELESCOPE,DF,Distribution Feeder,Essential Energy,-32.971,148.166,,0.21,,4280,,0.21,0.21,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace failing 11kV steel conductor.,,"Summer, Winter",0.02,0.0511,0.033
YEN3B3 BILBUL,DF,Distribution Feeder,Essential Energy,-34.143,146.11,0.07,,,1385,,0.07,0.07,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Myall Park BEE1346-YEN3B3 Tie.,,Summer,0.01,0.0511,0.033
GFH3B5 JENSEN RD,DF,Distribution Feeder,Essential Energy,-34.308,146.054,0.12,,,2345,,0.12,0.12,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Griffith Rae Rd Conductor upgrade.,,Summer,0.01,0.0511,0.033
IVA1325 NTH SWER,DF,Distribution Feeder,Essential Energy,-32.052,144.076,,0.31,,6225,,0.31,0.31,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Ivanhoe Kewell East 97-4807 IVA1325 consider SAPS.,,"Summer, Winter",0.03,0.0511,0.033
COW62 COWRA TOWN CENTRE,DF,Distribution Feeder,Essential Energy,-33.834,148.693,0.05,0.02,,1483,,0.07,0.07,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Replace 270m of copper LV conductor with 150ABC between poles 126 076 and CE291914 in the vicinity of Bartlett Ave. Replace 67m of copper LV conductor with 95ABC between poles CE291914 and pole 116 076 in the vicinity of Bartlett Ave and Kendall St.,,"Summer, Winter",0.01,0.0511,0.033
WJL3B2 WARROO,DF,Distribution Feeder,Essential Energy,-33.321,147.589,,0.22,,4391,,0.22,0.22,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Replacement of 7/064HDCU mainline conductor.,,Summer,0.02,0.0511,0.033
HOL1890 WANTAGONG/WOOMARGAMA,DF,Distribution Feeder,Essential Energy,-35.836,147.674,,0.36,,7240,,0.36,0.36,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,"Holbrook, Yensches Rd spur, 22kV reconduct, EOL.",,"Summer, Winter",0.03,0.0511,0.033
ALU12 LAVINGTON EAST,DF,Distribution Feeder,Essential Energy,-36.036,146.963,,0.29,,5873,,0.29,0.29,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,HV Metering TX Replacement - DSI HOLDINGS PTY LTD.,,Summer,0.02,0.0511,0.033
BTH62 MITCHELL COLLEGE,DF,Distribution Feeder,Essential Energy,-33.442,149.569,0.25,,,3031,,0.25,0,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Investment to upgrade 4kms of 7/0.134AAC to 19/3.75AAAC from pole 8535 023 College Rd to pole 16376 023 Vale Rd Bathurst to 19/3.75AAAC to address voltage issues on this feeder.,,Winter,0,0.0511,0.033
BTH82 LLOYDS RD,DF,Distribution Feeder,Essential Energy,-33.442,149.569,0.25,,,5025,,0.25,0,2024,2024,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Investment to upgrade 4kms of 7/0.134AAC to 19/3.75AAAC from pole 8535 023 College Rd to pole 16376 023 Vale Rd Bathurst to 19/3.75AAAC to address voltage issues on this feeder.,,Winter,0,0.0511,0.033
OBR3B5 OBERON TOWN,DF,Distribution Feeder,Essential Energy,-33.687,149.857,0.41,,,8149,,0.41,0.41,2023,2023,,dmcoordinator@essentialenergy.com.au,00000,https://www.essentialenergy.com.au/our-network/managing-the-network/demand-management,https://www.essentialenergy.com.au/-/media/Project/EssentialEnergy/Website/Files/Our-Network/DAPR-Essential-Energy-2022.pdf,Dec 2022 DAPR,Q2 2024,Oberon  Zone Substation Backup protection constraints.,,Winter,0.03,0.0511,0.033
